--- 
? !ruby/symbol en
: 
  АБАЙ: " ABAY "
  ОКТЯБРЬСК-ПЕРМЬ: " Октябрьская-ПЕРМ "
  ОКТЯБРЬСК-ТАШАУ: " Октябрьская-Таша"
  ОКТЯБРЬСКИЙ: "ЖОВТНЕВА "
  ОКТЯБРЬСКОЕ-ОРД: " ОКТЯБРЬСКОЕ-ОРД "
  ОКТЯБРЬСКОЕ-ТЮМ: " ОКТЯБРЬСКОЕ-ТЮМ "
  ОКТЯБРЬСКОЕ-ЧЕЛ: " ОКТЯБРЬСКОЕ-ЧЕЛ "
  ОКУЛОВКА: " Окуловка "
  ОЛЕВСК: " ОЛЕВСЬКИЙ "
  ОЛЕКМИНСК: " Олекмінськ "
  ОЛЕНЕГОРСК: " Оленєгорськ "
  ОЛЕНИНО: " Оленіна "
  ОЛЕНОВКА: " Оленівка "
  ОЛОНЕЦ: " Олонець "
  ОЛЬГА: " ОЛЬГА "
  ОЛЬХОВАТКА: " Вільхуватка "
  ОЛЬХОВКА: " Вільхівці "
  ОЛЬШАНКА: " Вільшанка "
  ОМСК: " Омськ "
  ОМСУКЧАН: " ОМСУКЧАН "
  ОМУТИНСКИЙ: " ОМУТІНСКІЙ "
  ОМУТНИНСК: " ОМУТНІНСК "
  ОНГУДАЙ: " Онгудай "
  ОНЕГА: " Онега "
  ОНУФРИЕВКА: " Онуфріївка "
  ОПОЧКА: " Опочка "
  ОРАТОВ: " Оратів "
  ОРГЕЕВ: " Оргеев"
  ОРДА: "ОРДА "
  ОРДЖОНИКИДЗЕ: " ОРДЖОНІКІДЗЕ "
  ОРДЖОНИКИДЗЕВСК: " Орджонікідзевський "
  ОРДЫНСК: " Ординський "
  ОРЕЛ: " ОРЕЛ "
  ОРЕНБУРГ: " ОРЕНБУРГ "
  ОРЕХОВ: " ОРЄХОВ "
  ОРЕХОВО-ЗУЕВО: " Орєхово-Зуєва "
  ОРЖИЦА: " ОРЖИЦЯ "
  ОРИЧИ: " Оріч "
  ОРЛОВСКИЙ: " ОРЛОВСЬК "
  ОРОТУКАН: " Оротукан "
  ОРСК: " ОРСК "
  ОРША: " ОРША "
  ОРШАНКА: " ОРШАНКА "
  ОСАКАРОВКА: " осакарівка "
  ОСИННИКИ: " Осічняки "
  ОСИПОВИЧИ: " Йосипович "
  ОССОРА: " ОССОРА "
  ОСТАШКОВО: " Осташкові "
  ОСТРОВ: " ОСТРІВ "
  ОСТРОВЕЦ: " островець "
  ОСТРОВСКОЕ: " ОСТРОВСЬКИЙ "
  ОСТРОГ: " ОСТРОГ "
  ОСТРОГОЖСК: " Острогожськ"
  ОТРАДНАЯ: "Відрадний "
  ОТРАДНОЕ-ВЫБОРГ: " Відрадний-Виборг "
  ОТРАДНОЕ-КИРОВ: " Відрадний-КІРОВ "
  ОТРАДНЫЙ: " Відрадний "
  ОХАНСК: " ОХАНСК "
  ОЧАКОВ: " ОЧАКІВ "
  ОЧЕР: " Очер "
  ОШМЯНЫ: " Ошмяни "
  ПАВИНО: " ПАВІНО "
  ? "ПАВЛОВ ПОСАД"
  : " ПАВЛОВ ПОСАД "
  ПАВЛОВО: " Павлова "
  ПАВЛОВСК-БАРНАУ: " ПАВЛОВСЬКИЙ-БАРНАУ "
  ПАВЛОВСК-ВОРОН: " ПАВЛОВСЬКИЙ-ВОРОН "
  ПАВЛОВСКАЯ: " ПАВЛОВСЬКИЙ "
  ПАВЛОГРАД: " ПАВЛОГРАД "
  ПАВЛОГРАДКА: " ПАВЛОГРАДКА "
  ПАВЛОДАР: " ПАВЛОДАР "
  ПАЙДЕ: " Пайде "
  ПАЙТУГ: " ПАЙТУГ "
  ПАЙШАНБА: " ПАЙШАНБА "
  ПАКРУОЙИС: " ПАКРУОЙІС "
  ПАЛАНА: " Палау "
  ПАЛАНГА: " Паланга "
  ПАЛАТКА: " ПАЛАТКА "
  ПАЛЕХ: " Палех"
  ПАЛКИНО: "ПАЛКІНА "
  ПАЛЛАСОВКА: " Палласовка "
  ПАНЕВЕЖИС: " ПАНЯВЕЖИС "
  ПАНИНО: " ПАНИН "
  ПАНКРУШИХА: " ПАНКРУШІХА "
  ПАНФИЛОВ: " Панфілов "
  ПАРАБЕЛЬ: " Парабель "
  ПАРАНЬГА: " ПАРАНЬГА "
  ПАРКЕНТ: " ПАРКЕНТ "
  ПАРТИЗАНСК: " ПАРТИЗАНСЬКОЇ "
  ПАРТИЗАНСКОЕ: " ПАРТИЗАНСЬКОЇ "
  ПАРФЕНЬЕВО: " ПАРФЕНЬЕВО "
  ПАРФИНО: " Парфіно "
  ПАРХАР: " ПАРХАР "
  ПАСВАЛИС: " ПАСВАЛІС "
  ПАХТААБАД-АНДЖ: " ПАХТААБАД-Анджу "
  ПАХТААБАД-ГУЛ: " ПАХТААБАД-ГУЛ "
  ПАХТАКОР: " Пахтакор "
  ПАЧЕЛМА: " ПАЧЕЛМА "
  ПАША: " ПАША "
  ПАШКАНЫ: " ПАШКАНИ "
  ПЕКЕНТ: " ПЕКЕНТ "
  ПЕКИЛАЕВО: " ПЕКІЛАЕВО "
  ПЕНДЖИКЕНТ: " ПЕНДЖІКЕНТ "
  ПЕНЗА: " Пенза"
  ПЕНО: "ПІНО "
  ПЕРВОМАЙСК: " ПЕРВОМАЙСК "
  ПЕРВОМАЙСКОЕ: " ПЕРВОМАЙСЬКЕ "
  ПЕРВОУРАЛЬСК: " Першоуральському "
  ПЕРЕВАЛЬСК: " ПЕРЕВАЛЬСЬКИЙ "
  ПЕРЕВОЛОЦКИЙ: " переволоцкая "
  ПЕРЕЛЮБ: " Перелюб "
  ПЕРЕМЕТНОЕ: " переметна "
  ПЕРЕМЫШЛЬ: " Перемишль "
  ПЕРЕМЫШЛЯНЫ: " Перемишляни "
  ПЕРЕСЛАВЛЬ-ЗАЛ: " Переславль-ЗАЛ "
  ПЕРЕЧИН: " ПЕРЕЧИН "
  ПЕРЕЯСЛАВКА: " Переяславка "
  ПЕРЕЯСЛАВЛЬ: " Переяславль "
  ПЕРМЬ: " ПЕРМ "
  ПЕРМЬ-76: " ПЕРМ-76 "
  ПЕРОВО: " ПЕРОВА "
  ПЕРШОТРАВИНСК: " ПЕРШОТРАВІНСК "
  ПЕРШОТРАВНЕВОЕ: " ПЕРШОТРАВНЕВИЙ "
  ПЕРШОТРАВНОЕ: " Першотравня "
  ПЕСТОВО: " Пестова "
  ПЕСТРИЦЫ: " ПЕСТРІЦИ "
  ПЕСЧАНКА: " Піщанка "
  ПЕСЧАНОКОПСКОЕ: " ПЕСЧАНОКОПСКОЕ "
  ПЕТИЛИНО: " ПЕТІЛІНО"
  ПЕТРИКОВ: "ПЕТРИК "
  ПЕТРОВО: " ПЕТРОВО "
  ПЕТРОВСК: " ПЕТРОВСЬКА "
  ПЕТРОВСКОЕ: " ПЕТРОВСЬКОГО "
  ПЕТРОЗАВОДСК: " Петрозаводськ "
  ПЕТРОПАВЛОВКА: " Петропавлівка "
  ПЕТРОПАВЛОВСК: " ПЕТРОПАВЛІВСЬКА "
  ПЕТРОПАВЛОВСКОЕ: " ПЕТРОПАВЛІВСЬКА "
  ПЕТУХОВО: " Петухова "
  ПЕТУШКИ: " Півника "
  ПЕЧОРА: " Печора "
  ПЕЧОРЫ: " Печора "
  ПИЛЬНА: " ПІЛЬНИХ "
  ПИНСК: " ПІНСЬК "
  ПИОНЕРСК: " ПІОНЕРСЬКА "
  ПИРОВСКОЕ: " ПІРОВСКОЕ "
  ПИРЯТИН: " ПИРЯТИН "
  ПИТЕРКА: " ПЕТРУК "
  ПИТКЯРАНТА: " ПІТКЯРАНТА "
  ПЛАВСК: " ПЛАВСК "
  ПЛАСТ: " ПЛАСТ "
  ПЛЕШАНОВО: " ПЛЕШАНОВО "
  ПЛУНГЕ: " Плунге "
  ПЛЮССА: " Плюсс "
  ПОБЕДА: " ПЕРЕМОГА"
  ПОВОРИНО: "Поверни "
  ПОГАР: " Погар "
  ПОГРАНИЧНЫЙ: " ПРИКОРДОННИЙ "
  ПОГРЕБИЩЕ: " ПОГРЕБИЩЕ "
  ПОДВОЛОЧИНСК: " Підволочиськ "
  ПОДГОРЕНСКИЙ: " ПОДГОРЕНСКІЙ "
  ПОДДОРЬЕ: " ПОДДОРЬЕ "
  ПОДОЛЬСК: " ПОДОЛЬСК "
  ПОДПОРОЖЬЕ: " подпорожье "
  ПОКРОВ: " ПОКРОВ "
  ПОКРОВКА: " Покровка "
  ПОКРОВСК: " ПОКРОВСЬКИЙ "
  ПОКРОВСКОЕ: " ПОКРОВСКІ "
  ПОЛЕВСКОЙ: " Полівське "
  ПОЛЕССК: " ПОЛІСЬКИЙ "
  ПОЛЕССКОЕ: " ПОЛІСЬКИЙ "
  ПОЛОВИННОЕ: " ПОЛЮВАННЯ "
  ПОЛОГИ: " ПОЛОГИ "
  ПОЛОННОЕ: " ПОЛОННЕ "
  ПОЛОЦК: " ПОЛОЦЬК "
  ПОЛТАВА: " ПОЛТАВА "
  ПОЛТАВКА: " ПОЛТАВКА "
  ПОЛЯРНЫЙ: " ПОЛЯРНЕ "
  ПОМЕРАНЬЕ: " Померанія "
  ПОНАЗЫРЕВО: " ПОНАЗИРЕВО"
  ПОНЫРИ: "Понирі "
  ПОПАСНАЯ: " попасна "
  ПОПЕЛЬНЯ: " Попільня "
  ПОРЕЦКОЕ: " ПРОЦИК "
  ПОРОНАЙСК: " Поронайськ "
  ПОРХОВ: " ПРИХОВУЄ "
  ПОРЫГИНО: " ПОРИГІНО "
  ПОС-ИМ-МОРОЗОВА: " ПОС-ІМ-МОРОЗОВА "
  ПОСЕЛОК-ТЕЛЬМАН: " СЕЛИЩЕ-ТЕЛЬМАНА "
  ПОСПЕЛИХА: " ПОСПЕЛІХА "
  ПОСТАВЫ: " ПОСТАВИВ "
  ПОТАНИНО: " Потанін "
  ПОТИ: " Поті "
  ПОХВИСТНЕВО: " похвистнево "
  ПОЧЕП: " Почеп "
  ПОЧИНКИ: " Лагодження "
  ПОЧИНОК: " ПОЧИНОК "
  ПОША: " пошана "
  ПРАВДИНСК: " правдинських "
  ПРЕЙЛИ: " Прейлі "
  ПРЕНАЙ: " Пренай "
  ПРЕСНОВКА: " ПРЕСНОВКА "
  ПРЖЕВАЛЬСК: " Пржевальськ "
  ПРИАЗОВСКОЕ: " ПРИАЗОВСЬКИЙ "
  ПРИАРГУНСК: " ПРІАРГУНСК"
  ПРИВОЛЖСК: "Приволзько "
  ПРИЛУКИ: " ПРИЛУКИ "
  ПРИМ-АХТАРСК: " ПРИМ-Ахтарськ "
  ПРИМ-ВЫБОРГ: " ПРИМ-Виборг "
  ПРИМ-ЗАПОРОЖЬЕ: " ПРИМ-ЗАПОРІЖЖЯ "
  ПРИОЗЕРСК: " Приозерськ "
  ПРИПЯТЬ: " ПРИП&#39;ЯТЬ "
  ПРИСТЕНЬ: " Пристінні "
  ПРИЮТНОЕ: " ПРІЮТНОЕ "
  ПРОКОПЬЕВСК: " Прокоп&#39;євськ "
  ПРОЛЕТАРСК: " ПРОЛЕТАРСЬКА "
  ПРОМЫШЛЕННОЕ: " ПРОМИСЛОВЕ "
  ПРОХЛАДНЫЙ: " Прохолодний "
  ПРОХОРОВКА: " Прохорівка "
  ПРОЧЕХ: " ПРОЧЕХ "
  ПРУЖАНЫ: " Пружани "
  ПРЯЖА: " ПРЯЖА "
  ПРЯМИЦИНО: " ПРЯМІЦІНО "
  ПСКОВ: " ПСКОВ "
  ПУГАЧЕВ: " ПУГАЧОВ "
  ПУДОЖ: " Пудож "
  ПУДОСТЫ: " ПУДОСТИ "
  ПУСТОМЫТЫ: " Пустомити "
  ПУСТОШКА: " Пустошка "
  ПУТИВЛЬ: " ПУТИВЛЬ"
  ПУТИЛА: "ПУТИЛА "
  ПУТЯТИНО: " Путятін "
  ПУХОВИЧИ: " пуховичі "
  ПУШКИНО: " Пушкіна "
  ПУШКИНСК-ГОРЫ: " ПУШКІНСЬКА-ГОРИ "
  ПУШНОЕ: " Пушной "
  ПЧЕВЖА: " ПЧЕВЖА "
  ПЫЛВА: " Пилва "
  ПЫТАЛОВО: " ПИТАЛОВО "
  ПЫЩУЧ: " ПИЩУЧ "
  ПЯНДЖ: " Пяндж "
  ПЯРНУ: " Пярну "
  ПЯТИГОРСК: " Пятигорськ "
  ПЯТИХВАТКИ: " ПЯТІХВАТКІ "
  РАДВИЛИШКИС: " РАДВІЛІШКІС "
  РАДЕХОВ: " РАДЕХІВ "
  РАДИОНОВО-НЕСВ: " Радіонова-Несвіт "
  РАДИЩЕВО: " Радищева "
  РАДОМЫШЛЬ: " Радомишль "
  РАДОФИННИКОВО: " РАДОФІННІКОВО "
  РАЗДАН: " Раздан "
  РАЗДЕЛЬНАЯ: " РОЗДІЛЬНА "
  РАЗДОЛЬНОЕ: " Роздольне "
  РАЗМЕТЕЛЕВО: " РАЗМЕТЕЛЕВО "
  РАЙЧИХИНСК: " Райчихінськ"
  РАКВЕРЕ: "Раквере "
  РАКИТНОЕ-БЕЛГ: " РОКИТНЕ-белго "
  РАКИТНОЕ-КИЕВ: " РОКИТНЕ-КИЇВ "
  РАКИТНОЕ-РОВНО: " РОКИТНЕ-РІВНЕ "
  РАМЕКШИ: " РАМЕКШІ "
  РАМЕНСКОЕ: " Раменське "
  РАМОНЬ: " РАМОН "
  РАПЛА: " Рапла "
  РАСЕЙНЯЙ: " Расейняй "
  РАССКАЗОВО: " Рассказова "
  РАТНО: " РАТН "
  РАХОВ: " РАХІВ "
  РАХЬЯ: " РАХЬЯ "
  РЕБРИХА: " Ребриха "
  РЕВДА: " ревда "
  РЕЗЕКНЕ: " Резекне "
  РЕЗИНА: " ГУМА "
  РЕМОНТНОЕ: " РЕМОНТНО "
  РЕНИ: " РЕНІ "
  РЕПКИ: " Репка "
  РЕЧИЦА: " Річиця "
  РЕШЕТИЛОВКА: " Решетилівка "
  РЖЕВ: " Ржев "
  РИГА: " РИГА "
  РИШТАН: " РІШТАН"
  РОВЕНЬКИ-БЕЛГ: "РОВЕНЬКИ-белго "
  РОВЕНЬКИ-ВОРОШ: " РОВЕНЬКИ-Во "
  РОВНО: " РІВНЕ "
  РОВНОЕ: " РІВНЕ "
  РОГАТИН: " РОГАТИН "
  РОГАЧОВ: " РОГАЧ "
  РОДИНО: " родина "
  РОДИНСКОЕ: " Родинське "
  РОДИОНОВО-НЕСВ: " РОДІОНОВА-Несвіт "
  РОДНИКИ: " РУДЕНКО "
  РОЖДЕСТВЕННО: " Різдвяний "
  РОЖИЩЕ: " РОЖИЩЕ "
  РОЖНЯТОВ: " Рожнятів "
  РОКИШКИС: " РОКІШКІС "
  РОМАНОВКА: " Романівка "
  РОМАНОВО: " РОМАНОВА "
  РОМАШКИ: " РОМАШКИ "
  РОМИТАН: " РОМІТАН "
  РОМНЫ: " РОМНИ "
  РОМОДАНОВО: " РОМОДАНОВА "
  РОСЛАВЛЬ: " Рославль "
  РОССОНЫ: " РОССОНИ "
  РОССОШЬ: " Россош "
  РОСТОВ: " РОСТОВ "
  РОСТОВ-НА-ДОНУ: " РОСТОВ-НА-ДОНУ"
  РОЩИНО: "РОЩІН "
  РТИЩЕВО: " Ртищево "
  РУБЕЖНОЕ: " РУБІЖНЕ "
  РУБЦОВСК: " Рубцовськ "
  РУДНЫЙ: " РУДНЯ "
  РУДНЯ-ВОЛГОГР: " РУДНЯ-ВОЛГОГР "
  РУДНЯ-СМОЛЕНСК: " РУДНЯ-СМОЛЕНСЬК "
  РУЖИН: " РУЖИН "
  РУЗА: " РУСЕ "
  РУЗАЕВКА-КОКЧЕТ: " Рузаєвка-КОКЧЕТ "
  РУЗАЕВКА-САРАН: " Рузаєвка-Сара "
  РУССКАЯ-ПОЛЯНА: " РУСЬКА-ПОЛЯНА "
  ? "РУССКИЙ КАМЕШКИ"
  : " РОСІЙСКA Камешки "
  РУСТАВИ: " Руставі "
  РЫБЕЖНО: " РИБЕЖНО "
  РЫБИНСК: " Рибінськ "
  ? "РЫБНАЯ СЛОБОДА"
  : " Рибні СЛОБОДА "
  РЫБНИЦА: " Рибниця "
  РЫЛЬСК: " РИЛЬСЬКИЙ "
  РЫШКАНЫ: " РИШКАНИ "
  РЯБОВО-ВЫБОРГ: " РЯБОВ-Виборг "
  РЯБОВО-ТОСНО: " РЯБОВ-ТОСНО "
  РЯЖСК: " Ряжських "
  РЯЗАНЬ: " РЯЗАНЬ "
  С-ПОКРОВКА: " З-Покровка"
  СААТЛЫ: "СААТЛИ "
  САБИРАБАД: " САБІРАБАД "
  САВИНО: " САВИНОВ "
  САВРАНЬ: " САВРАНЬ "
  САКАР: " САКАРА "
  САКИ: " САКИ "
  САКМАРА: " Сакмара "
  САЛАВАТ: " СЛАВУТА "
  САЛДУС: " САЛДУС "
  САЛЕХАРД: " Салехард "
  САЛЬСК: " Сальськ "
  САЛЬЯНЫ: " САЛЬЯНИ "
  САМАРКАНД: " САМАРКАНД "
  САМАРСКОЕ: " САМАРСЬКИЙ "
  САМБОР: " САМБІР "
  САМОЙЛОВКА: " Самойлівка "
  САМТРЕДИА: " Самтредіа "
  САНАТОРИЙ: " САНАТОРІЙ "
  САНДОВО: " САНДОВО "
  САПОЖОК: " чобіток "
  САРАИ: " Сара "
  САРАКТАШ: " саракташ "
  САРАНСК: " томськ "
  САРАНЬ: " Сарань "
  САРАПУЛ: " Сарапул"
  САРАТА: "САРАТА "
  САРАТОВ: " САРАТОВ "
  САРБАДА: " САРБАДА "
  САРГАТСКОЕ: " Саргатське "
  САРКАНД: " Сарканд "
  САРМАНОВО: " САРМАНОВО "
  САРНЫ: " САРНИ "
  САРЫ-ОЗЕК: " САРИ-Озек "
  САРЫАГАН: " САРИАГАН "
  САСОВО: " Сасово "
  САТИНКА: " Сатинка "
  САТКА: " САТКА "
  САФАКУЛЕВО: " САФАКУЛЕВО "
  САФОНОВО: " САФОНОВА "
  САХНОВШИНА: " САХНОВШІНА "
  САЯТ: " Саят "
  СВАЛЯВА: " СВАЛЯВА "
  СВАТОВО: " СВАТОВО "
  СВЕРДЛОВСК: " СВЕРДЛОВСЬК "
  СВЕТЛОВОДСК: " СВІТЛОВОДСЬК "
  СВЕТЛОГОРСК: " Светлогорськ "
  СВЕТЛОГРАД: " СВЕТЛОГРАД "
  СВЕТЛЫЙ: " СВЕТЛЫЙ "
  ? "СВЕТЛЫЙ ЯР"
  : " СВЕТЛЫЙ ЯР "
  СВЕТОГОРСК: " Святогірськ"
  СВИСЛОЧЬ: "Свіслочі "
  СВОБОДНЫЙ: " ВІЛЬНИЙ "
  СДВИНСК: " СДВІНСК "
  СЕБЕЖ: " СЕБЕЖ "
  СЕВАН: " СЕВАН "
  СЕВАСТОПОЛЬ: " СЕВАСТОПОЛЬ "
  СЕВЕРНОЕ: " ПІВНІЧНЕ "
  СЕВЕРОБАЙКАЛЬСК: " Северобайкальск "
  СЕВЕРОДВИНСК: " Северодвінську "
  СЕВЕРОДОНЕЦК: " СІВЕРОДОНЕЦЬК "
  СЕВЕРОМОРСК: " Сєвєроморськ "
  СЕВЕРОУРАЛЬСК: " СЕВЕРОУРАЛЬСК "
  СЕВЕРСК: " СІВЕРСЬКИЙ "
  СЕВЕРСКАЯ: " СІВЕРСЬКИЙ "
  СЕВСК: " Сєвськ "
  СЕГЕЖА: " сегежа "
  СЕЙМЧАН: " СЕЙМЧАН "
  СЕЛИДОВО: " СЕЛИДОВЕ "
  СЕЛИЖАРОВО: " Селіжарово "
  ? "СЕЛО БАБУШКИНА"
  : " СЕЛО БАБУШКІНА "
  СЕЛТЫ: " СЕЛТ "
  СЕЛЬЦО: " Сельці "
  СЕМЕНОВ: " СЕМЕНОВ "
  СЕМЕНОВКА: " СЕМЕНІВКА "
  СЕМИКАРАКОРСК: " Семікаракорськ"
  СЕМИОЗЕРНОЕ: "СЕМІОЗЕРНОЕ "
  СЕМИПАЛАТИНСК: " Семипалатинськ "
  СЕНГИЛЕЙ: " СЕНГІЛЕЙ "
  СЕННО: " СЕННО "
  СЕРАФИМОВИЧ: " СЕРАФИМОВИЧ "
  СЕРГАЧ: " Сергач "
  СЕРГИЕВСК: " Сергієвський "
  СЕРДОБСК: " Сердобський "
  ? "СЕРЕБРЯН ПРУДЫ"
  : " Срібно СТАВКА "
  СЕРЕБРЯНСК: " СЕРЕБРЯНСЬКА "
  СЕРЕДИНА-БУДА: " СЕРЕДИНА-БУДА "
  СЕРМОНТОВО: " СЕРМОНТОВО "
  СЕРНУР: " СЕРНУР "
  СЕРОВ: " СЄРОВ "
  СЕРПУХОВ: " Серпухов "
  СЕРХОВОЖЬЕ: " СЕРХОВОЖЬЕ "
  СЕРЫШЕВО: " сєришево "
  СИВА: " Сива "
  СИВЕРСКАЯ: " Сіверська "
  СИГУЛДА: " Сигулда "
  СИДЕЛЬНИКОВО: " Сидельникова "
  СИЛЛАМЯЭ: " Сілламяе "
  СИМФЕРОПОЛЬ: " СІМФЕРОПОЛЬ "
  СИНЕГОРЬЕ: " Синьогора "
  СИНЕЛЬНИКОВО: " синельникове"
  СИСИАН: "СІСІАН "
  СКАДОВСК: " СКАДОВСЬК "
  СКВИРА: " СКВИРА "
  СКОВОРОДИНО: " сковородино "
  СКОЛЕ: " СКОЛЕ "
  СКОПИН: " Скопин "
  СКУОДАС: " СКУОДАС "
  СЛАВГОРОД: " Славгород "
  СЛАВСК: " СЛАВСЬКЕ "
  СЛАВУТА: " СЛАВУТА "
  СЛАВЯНКА: " СЛОВ&#39;ЯНКА "
  ? "СЛАВЯНКА ПРИМ."
  : " СЛОВ&#39;ЯНКА ПРИМ. "
  СЛАВЯНОГОРСК: " Слов&#39;яногірськ "
  СЛАВЯНОСЕРБСК: " СЛОВ&#39;ЯНОСЕРБСЬКИЙ "
  СЛАВЯНСК: " СЛОВ&#39;ЯНСЬК "
  ? "СЛАВЯНСК КБНЬ"
  : " СЛОВ&#39;ЯНСЬК КБНЬ "
  СЛАНЦЫ: " Сланци "
  СЛОБОДЗЕЯ: " Слободзея "
  СЛОБОДСКОЕ: " Слобідської "
  СЛОНИМ: " СЛОН "
  СЛУЦК: " Слуцьк "
  СМЕЛА: " СМІЛА "
  СМИДОВИЧИ: " Смідовича "
  СМИРНОВО: " СМИРНОВА "
  СМОЛЕВИЧИ: " Смолевичах"
  СМОЛЕНСК: "СМОЛЕНСЬК "
  СМОЛЕНСКОЕ: " СМОЛЕНСЬК "
  СМОРГОНЬ: " Сморгонь "
  СНЕЖНОЕ: " СНІЖНЕ "
  СНЕЧКУС: " СНЕЧКУС "
  СНИГИРЕВКА: " Снігурівка "
  СНЯТЫН: " снятин "
  СОБИНКА: " СОБІНКА "
  СОБОЛЕВО: " СОБОЛЄВА "
  СОВЕТАБАД: " СОВЕТАБАД "
  СОВЕТСК: " советские "
  ? "СОВЕТСК КИРОВ"
  : " советские КІРОВ "
  ? "СОВЕТСКАЯ ГАВАН"
  : " РАДЯНСЬКА ГАВАНА "
  СОВЕТСКИЙ: " РАДЯНСЬКИЙ "
  СОВЕТСКИЙ-БАРН: " РАДЯНСЬКИЙ-БАРНА "
  СОВЕТСКИЙ-ВБРГ: " РАДЯНСЬКИЙ-ВБРГ "
  СОВЕТСКИЙ-ДШНБ: " РАДЯНСЬКИЙ-ДШНБ "
  СОВЕТСКИЙ-НЛЬЧК: " РАДЯНСЬКИЙ-НЛЬЧК "
  СОВЕТСКИЙ-СИМФ: " РАДЯНСЬКИЙ-СИМФ "
  СОВЕТСКИЙ-ТЮМ: " РАДЯНСЬКИЙ-ТЮМ "
  СОВЕТСКОЕ: " РАДЯНСЬКЕ "
  ? "СОВХОЗ ИМ УШАЧИ"
  : " Радгосп ім УШАЧІ "
  СОКАЛЬ: " СОКАЛЬ "
  СОКИРЯНЫ: " Сокиряни "
  СОКОЛ: " СОКОЛ"
  СОКОЛИНСКОЕ: "Соколинський "
  СОКОЛОВКА: " Соколівка "
  СОКУЛУК: " СОКУЛУК "
  СОЛДАТСКИЙ: " Солдатський "
  СОЛЕНОЕ: " СОЛОНІ "
  СОЛИГАЛИЧ: " СОЛІГАЛІЧ "
  СОЛИГОРСК: " Солігорськ "
  СОЛИКАМСК: " Солікамському "
  СОЛНЕЧНЫЙ: " СОНЯЧНИЙ "
  СОЛНЦЕВО: " Солнцева "
  СОЛОТЧА: " СОЛОТЧА "
  СОЛТОН: " Солтона "
  СОЛЬ-ИЛЕЦК: " СІЛЬ-Ілецьк "
  СОЛЬЦЫ: " сольці "
  СОНКОВО: " СОНКОВО "
  СОРОКИ: " СОРОКИ "
  СОРОЧИНСК: " СОРОЧИНСЬКИЙ "
  СОРТАВАЛА: " Сортавала "
  СОСНИЦА: " СОСНИЦЯ "
  СОСНОВКА: " Соснівка "
  СОСНОВО: " соснове "
  СОСНОВО-ОЗЕРСК: " Сосново-Озерське "
  СОСНОВОБОРСК: " СОСНОВОБОРСК "
  ? "СОСНОВЫЙ БОР"
  : " Сосновий Бір "
  СОСНОГОРСК: " Сосногорськ"
  СОФИЕВКА: "СОФІЇВКА "
  СОЧИ: " СОЧІ "
  СПАС-ДЕМЕНСК: " СПАС-Деменськ "
  СПАС-КЛЕПИКИ: " СПАС-Клепіков "
  СПАССК-ДАЛЬНИЙ: " Спаськ-Дальній "
  СПАССК-РЯЗАНСКИ: " Спаськ-Рязанський "
  СПИРОВО: " Спірова "
  СПИТАК: " Спітак "
  СРЕБНОЕ: " Срібне "
  ? "СРЕДНЯЯ АХТУБА"
  : " СЕРЕДНЯ Ахтуба "
  СРЕТЕНСК: " Стрітенська "
  СТАВИЩЕ: " СТАВИЩЕ "
  СТАВРОПОЛЬ: " СТАВРОПОЛЬ "
  ? "СТАНИЦА АРХАНСК"
  : " Станиця АРХАНСК "
  СТАНИЧНО-ЛУГАНС: " СТАНИЧНО-ЛУГАНС "
  СТАНОВОЕ: " СТАВАЙ "
  ? "СТАРАЯ ВЫЖЕВКА"
  : " Стара Вижівка "
  ? "СТАРАЯ МАЙНА"
  : " СТАРА МАЙНА "
  ? "СТАРАЯ ПОЛТАВКА"
  : " СТАРА ПОЛТАВКА "
  ? "СТАРАЯ РУССА"
  : " СТАРА РУССА "
  ? "СТАРАЯ СИНЯВА"
  : " СТАРА СИНЯВА "
  СТАРИЦА: " Стариця "
  СТАРОАЛЕЙСКОЕ: " СТАРОАЛЕЙСКОЕ "
  СТАРОБЕЛЬСК: " СТАРОБЕЛЬСЬК"
  СТАРОБЕШЕВО: "Старобешеве "
  СТАРОДУБ: " СТАРОДУБ "
  ? "СТАРОЕ ШАЙГОВО"
  : " СТАРЕ ШАЙГОВО "
  СТАРОЖИЛОВО: " Старожилово "
  СТАРОКОНСТАНТИН: " Старокостянтинів "
  СТАРОМИНСКАЯ: " староминська "
  СТАРОЩЕРБИНОВСК: " СТАРОЩЕРБИНІВСЬКА "
  СТАРОЮРЬЕВО: " Староюр&#39;єво "
  ? "СТАРЫЕ ДОРОГИ"
  : " СТАРІ ДОРОГИ "
  ? "СТАРЫЙ ОСКОЛ"
  : " Старий Оскол "
  ? "СТАРЫЙ САМБОР"
  : " СТАРИЙ САМБІР "
  СТАХАНОВ: " СТАХАНОВ "
  СТЕПАНОВАН: " СТЕПАНОВАН "
  СТЕПАНОКЕРТ: " СТЕПАНОКЕРТ "
  СТЕПНОГОРСК: " Степногірськ "
  СТЕПНОЕ: " СТЕПНЕ "
  СТЕПНЯК: " СТЕПАНЯК "
  СТЕРЛИБАШЕВО: " СТЕРЛІБАШЕВО "
  СТЕРЛИТАМАК: " Стерлітамак "
  СТКУМЫЛЖЕНСКАЯ: " СТКУМИЛЖЕНСКАЯ "
  СТОЛБЦЫ: " Колонки "
  СТОЛИН: " Столін "
  СТОРОЖИНЕЦ: " СТОРОЖИНЕЦЬ "
  СТРАШЕНЫ: " Страшний "
